Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Olle Lycksell,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Alex Ovechkin,1.5sx1.5,1.5x0.7,,,,3.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.25,0.5x0.8,
Dylan Larkin,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx1.5,0.5x0.7,
Alex DeBrincat,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.75,,,,,,,,,0.5sx1.75,0.5x0.65,
Lucas Raymond,0.5sx1.05,0.5x0.9,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3,,,,,,,,,0.5sx1.75,0.5x0.65,
Dylan Strome,0.5x0.85,0.5sx1.2,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.75,0.5x0.65,
J.T. Compher,0.5sx1.05,0.5x0.9,,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.75,,,,,,,,,0.5sx2.5,,
Shayne Gostisbehere,,,,,,,,,,,,,,,,0.5sx3,,,,,,,,,0.5sx5.25,,
Max Pacioretty,,,0.5x1,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3,,,,,,,,,0.5sx2.5,,
David Perron,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,0.5sx4,,,,,,,,,0.5sx2.5,,
John Carlson,0.5x0.8,0.5sx1.25,,,,2.5x1,,,,,,,0.5x0.9,0.5sx1.05,,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx3.25,,
Patrick Kane,0.5x0.8,0.5sx1.25,,2.5x0.9,2.5sx1.1,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Rasmus Sandin,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx4.5,,,,,,,,,,,
Connor McMichael,0.5sx1.1,0.5x0.9,,1.5x0.85,1.5sx1.2,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx2.25,,
Moritz Seider,0.5sx1.25,0.5x0.75,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4,,,,,,,,,,,
Nic Dowd,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Michael Sgarbossa,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Andrew Copp,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Sonny Milano,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Robby Fabbri,,,,,,,,,,,,,,,,0.5sx4.25,,,,,,,,,0.5sx2.75,,
Nicolas Aube-Kubel,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Beck Malenstyn,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Michael Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Joe Veleno,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Hendrix Lapierre,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Ivan Miroshnichenko,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Christian Fischer,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Sebastian Aho,0.5x0.75,0.5sx1.25,,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.25,0.5x0.8,
Sidney Crosby,0.5x0.75,0.5sx1.25,,,,3.0x1,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Jake Guentzel,1.5sx1.25,1.5x0.75,,,,3.0x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.25,0.5x0.75,
Seth Jarvis,0.5x0.85,0.5sx1.1,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2,,,,,,,,,0.5sx1.5,0.5x0.7,
Erik Karlsson,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2.5,,,,,,,,,0.5sx4.25,,
Evgeni Malkin,0.5sx1.05,0.5x0.9,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.5,,,,,,,,,0.5sx2.5,,
Martin Necas,0.5x0.9,0.5sx1.05,,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,,,,,0.5sx1.5,0.5x0.7,
Teuvo Teravainen,0.5sx1.1,0.5x0.85,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4,,,,,,,,,0.5sx2,,
Michael Bunting,0.5sx1.05,0.5x0.9,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,,,,,0.5sx2,,
Kris Letang,0.5sx1.1,0.5x0.85,,1.5x0.8,1.5sx1.25,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3,,,,,,,,,0.5sx4.75,,
Andrei Svechnikov,0.5x0.9,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Bryan Rust,0.5x0.9,0.5sx1.05,,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.25,,,,,,,,,0.5sx1.5,0.5x0.7,
Brent Burns,0.5sx1.1,0.5x0.85,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.75,,,,,,,,,0.5sx3.75,,
Evgeny Kuznetsov,0.5sx1.05,0.5x0.9,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.25,,,,,,,,,0.5sx2.5,,
Rickard Rakell,,,,1.5x0.8,1.5sx1.2,,,,,,,,,,,0.5sx4.5,,,,,,,,,0.5sx2.5,,
Brady Skjei,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx3.75,,
Jordan Staal,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Lars Eller,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,0.5sx4.25,,,,,,,,,0.5sx2.75,,
Stefan Noesen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Brendan Lemieux,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Jesse Puljujarvi,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Emil Bemstrom,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Drew O'Connor,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Valtteri Puustinen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Reilly Smith,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Jesperi Kotkaniemi,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Jordan Martinook,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Auston Matthews,1.5sx1.1,1.5x0.85,,,,4.5x1,,,,,,,,,0.5x1,0.5sx1.25,0.5x0.8,,,,,,,,,,0.5x1
Jesper Bratt,0.5x0.75,0.5sx1.25,,2.5x0.85,2.5sx1.1,,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
William Nylander,1.5sx1.1,1.5x0.9,,3.5x0.9,3.5sx1.05,,,,,,,,0.5x0.8,0.5sx1.25,,0.5sx1.2,0.5x0.8,,,,,,,,0.5sx1.1,0.5x0.85,
Jack Hughes,1.5sx1.25,1.5x0.75,,3.5x0.85,3.5sx1.1,,,,,,,,,,0.5x1,0.5sx1.25,0.5x0.75,,,,,,,,0.5sx1.25,0.5x0.8,
Morgan Rielly,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx2.25,,,,,,,,,0.5sx4,,
John Tavares,0.5x0.8,0.5sx1.2,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.25,0.5x0.75,
Nico Hischier,0.5x0.85,0.5sx1.2,,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Timo Meier,0.5x0.9,0.5sx1.1,,3.5sx1.1,3.5x0.9,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.25,,,,,,,,,0.5sx1.25,0.5x0.75,
Tyler Bertuzzi,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,,,,,0.5sx1.75,0.5x0.65,
Max Domi,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.75,,,,,,,,,0.5sx2,,
Erik Haula,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Timothy Liljegren,0.5sx1.25,0.5x0.75,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx5.75,,
Luke Hughes,0.5sx1.2,0.5x0.8,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx4.75,,
Ondrej Palat,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Noah Gregor,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
David Kampf,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Connor Dewar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Nicholas Robertson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Dawson Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Matthew Knies,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Pontus Holmberg,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Bobby McMann,,,,,,2.5x1,,,,,,,,,,,,,,,,,,,0.5sx2.25,,
Curtis Lazar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Tomas Nosek,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Alexander Holtz,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Connor McDavid,,,1.5x1,3.5sx1.1,3.5x0.9,,,,,,,,1.5sx1.5,1.5x0.7,,0.5sx1.1,0.5x0.85,,,,,,,,0.5sx1.25,0.5x0.8,
Leon Draisaitl,1.5sx1.25,1.5x0.75,,2.5x0.85,2.5sx1.1,,,,,,,,,,0.5x1,0.5sx1.25,0.5x0.75,,,,,,,,0.5sx1.25,0.5x0.8,
Evan Bouchard,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx2.75,,
Ryan Nugent-Hopkins,0.5x0.85,0.5sx1.1,,,,2.0x1,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx2,0.5x0.65,
Mark Scheifele,0.5x0.85,0.5sx1.1,,,,2.0x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,0.5x0.65,,,,,,,,0.5sx1.75,0.5x0.65,
Zach Hyman,0.5x0.75,0.5sx1.25,,,,3.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.1,0.5x0.85,
Sean Monahan,,,0.5x1,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Tyler Toffoli,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Josh Morrissey,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2.25,,,,,,,,,0.5sx4,,
Nikolaj Ehlers,0.5sx1.1,0.5x0.85,,,,2.5x1,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Kyle Connor,0.5x0.8,0.5sx1.25,,,,3.0x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Adam Henrique,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Evander Kane,0.5sx1.2,0.5x0.8,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Alex Iafallo,0.5sx1.25,0.5x0.75,,,,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx3.5,,
Nino Niederreiter,0.5sx1.25,0.5x0.75,,,,,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx3,,
Darnell Nurse,,,,1.5x0.8,1.5sx1.25,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Adam Lowry,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx3.75,,
Corey Perry,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Mattias Ekholm,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Vladislav Namestnikov,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Mattias Janmark,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Mason Appleton,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Ryan McLeod,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Cole Perfetti,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Warren Foegele,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx3,,
Connor Brown,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Sam Carrick,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Morgan Barron,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Filip Forsberg,0.5x0.75,0.5sx1.25,,3.5x0.85,3.5sx1.1,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.2,0.5x0.8,
Roman Josi,0.5x0.9,0.5sx1.1,,3.5sx1.1,3.5x0.9,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,0.5x0.65,,,,,,,,0.5sx2.5,,
Ryan O'Reilly,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.75,,,,,,,,,0.5sx1.75,0.5x0.65,
Gustav Nyquist,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.75,,,,,,,,,0.5sx2,0.5x0.65,
Jonathan Marchessault,,,0.5x1,,,3.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.25,,,,,,,,,0.5sx1.25,0.5x0.75,
Jack Eichel,0.5x0.7,0.5sx1.5,,,,3.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.25,0.5x0.8,
William Karlsson,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3,,,,,,,,,0.5sx1.75,0.5x0.65,
Ivan Barbashev,,,,,,,,,,,,,,,,0.5sx3.75,,,,,,,,,0.5sx2.25,,
Tommy Novak,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.25,,,,,,,,,0.5sx2.5,,
Jason Zucker,0.5sx1.2,0.5x0.8,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Shea Theodore,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx4.75,,
Luke Evangelista,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4,,,,,,,,,0.5sx2.25,,
Noah Hanifin,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,0.5sx4.75,,,,,,,,,0.5sx4.25,,
Anthony Beauvillier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Chandler Stephenson,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.75,,,,,,,,,0.5sx2.5,,
Nicolas Roy,0.5sx1.2,0.5x0.8,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.25,,,,,,,,,0.5sx3,,
Colton Sissons,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Michael McCarron,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Anthony Mantha,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
William Carrier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Mark Jankowski,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Pavel Dorofeyev,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Cole Smith,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Ryan McDonagh,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Michael Amadio,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Keegan Kolesar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Kiefer Sherwood,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Brett Howden,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Tyson Barrie,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,0.5sx4.25,,,,,,,,,,,
Connor Bedard,0.5x0.8,0.5sx1.25,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
Nazem Kadri,0.5x0.8,0.5sx1.2,,3.5sx1.05,3.5x0.9,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.25,0.5x0.75,
Blake Coleman,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx1.75,0.5x0.65,
Yegor Sharangovich,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx1.5,0.5x0.7,
Jonathan Huberdeau,0.5x0.9,0.5sx1.05,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx2.25,,
MacKenzie Weegar,0.5sx1.2,0.5x0.8,,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx5,,,,,,,,,0.5sx3.5,,
Mikael Backlund,,,0.5x1,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Seth Jones,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,0.5x0.65,,,,,,,,0.5sx3.75,,
