Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Elias Pettersson,1.5sx1.5,1.5x0.7,,2.5x0.85,2.5sx1.1,,,,,,,,,,0.5x1,0.5sx1.25,0.5x0.75,,,,8.55x1,,,,0.5sx1.25,0.5x0.75,
Quinn Hughes,0.5x0.75,0.5sx1.25,,,,2.5x1,,,,,,,0.5x0.8,0.5sx1.2,,0.5sx1.25,0.5x0.75,,,,,,,,0.5sx3,,
Brock Boeser,0.5x0.8,0.5sx1.25,,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.5,0.5x0.7,,,,7.05x1,,,,0.5sx1.25,0.5x0.75,
Nick Suzuki,0.5x0.8,0.5sx1.25,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
Cole Caufield,0.5x0.8,0.5sx1.2,,3.5x0.85,3.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx1.75,0.5x0.65,,,,8.05x1,,,,0.5sx1.25,0.5x0.75,
Mike Matheson,,,0.5x1,2.5sx1.2,2.5x0.8,,2.5sx1.1,2.5x0.85,,,,,0.5sx1.1,0.5x0.9,,0.5sx1.75,0.5x0.65,,,,7.55x1,,,,0.5sx4,,
Filip Hronek,,,0.5x1,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx3.5,,,,,,,,,0.5sx5.25,,
Elias Lindholm,0.5sx1.1,0.5x0.9,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.5,,,,,,,,,0.5sx2.5,,
Josh Anderson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Brendan Gallagher,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Conor Garland,0.5sx1.1,0.5x0.85,,,,2.5x1,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx2,,
Alex Newhook,0.5sx1.2,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.25,,,,,,,,,0.5sx2.5,,
Juraj Slafkovsky,,,0.5x1,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx2,0.5x0.65,
Joel Armia,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Tanner Pearson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Jake Evans,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Ilya Mikheyev,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Nils Hoglander,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Vasily Podkolzin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Rafael Harvey-Pinard,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Teddy Blueger,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Sam Lafferty,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Pius Suter,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Tyler Myers,,,,,,,1.5x0.9,1.5sx1.1,,,,,,,,,,,,,,,,,,,
Ian Cole,,,,,,,1.5x0.8,1.5sx1.25,,,,,,,,,,,,,,,,,,,
David Savard,,,,,,,,,2.5x1,,,,,,,,,,,,,,,,,,
Kaiden Guhle,,,,,,,,,2.5x1,,,,,,,,,,,,,,,,,,
Connor Bedard,0.5x0.75,0.5sx1.25,,3.5sx1.05,3.5x0.9,,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx1.5,0.5x0.7,,,,8.05x1,,,,0.5sx1.25,0.5x0.75,
Frank Vatrano,,,0.5x1,,,3.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,8.05x1,,,,0.5sx1.5,0.5x0.7,
Troy Terry,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2.75,,,,,,,,,0.5sx1.75,0.5x0.65,
Mason McTavish,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx2,0.5x0.65,
Seth Jones,,,0.5x1,2.5x0.85,2.5sx1.1,,,,1.5x1,,,,0.5sx1.2,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,7.55x1,,,,0.5sx3.25,,
Andreas Athanasiou,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Nick Foligno,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx2,0.5x0.65,
Alex Killorn,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3,,,,,,,,,0.5sx2,0.5x0.65,
Tyler Johnson,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.25,,,,,,,,,0.5sx2,0.5x0.65,
Cam Fowler,,,0.5x1,,,,,,1.5x1,,,,0.5sx1.1,0.5x0.85,,0.5sx2.5,,,,,,,,,0.5sx5.25,,
Ryan Strome,,,0.5x1,,,,,,,,,,0.5sx1.2,0.5x0.85,,0.5sx2.25,,,,,,,,,0.5sx2.5,,
Jason Dickinson,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.75,,
Philipp Kurashev,0.5x0.9,0.5sx1.1,,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.75,0.5x0.65,
Leo Carlsson,0.5sx1.1,0.5x0.9,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,,,,,0.5sx2.25,,
Jakob Silfverberg,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Taylor Raddysh,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Ryan Donato,,,,2.5sx1.2,2.5x0.8,,,,,,,,,,,0.5sx4.75,,,,,,,,,0.5sx2.5,,
Isac Lundestrom,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Landon Slaggert,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Lukas Reichel,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Joey Anderson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Max Jones,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Bo Groulx,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Brett Leason,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Alex Vlasic,,,,,,,,,1.5x1,,,,,,,,,,,,,,,,,,
Jackson LaCombe,,,,,,,,,1.5x1,,,,,,,,,,,,,,,,,,
Logan Thompson,,,,,,,,,,,,,,,,,,,,,,,,25.5x1,,,2.5x1
Jonathan Marchessault,0.5x0.85,0.5sx1.1,,,,3.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2,,,,,7.55x1,,,,0.5sx1.25,0.5x0.75,
Jack Eichel,1.5sx1.5,1.5x0.7,,,,3.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,9.05x1,,,,0.5sx1.25,0.5x0.75,
Oliver Bjorkstrand,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3,,,,,,,,,0.5sx2,,
Jared McCann,,,0.5x1,2.5x0.9,2.5sx1.05,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx1.75,0.5x0.65,
William Karlsson,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Ivan Barbashev,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.25,,,,,,,,,0.5sx2.25,,
Shea Theodore,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx4,,
Jordan Eberle,0.5x0.9,0.5sx1.05,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3,,,,,,,,,0.5sx1.5,0.5x0.7,
Noah Hanifin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Yanni Gourde,0.5sx1.1,0.5x0.85,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx2.5,,
Chandler Stephenson,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.75,,,,,,,,,0.5sx2.5,,
Andre Burakovsky,0.5sx1.1,0.5x0.85,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4,,,,,,,,,0.5sx2.5,,
Nicolas Roy,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.25,,,,,,,,,0.5sx2.75,,
Matty Beniers,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.25,,,,,,,,,0.5sx2.25,,
Eeli Tolvanen,0.5sx1.05,0.5x0.9,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.75,,,,,,,,,0.5sx2.25,,
Tomas Tatar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Tye Kartye,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Brett Howden,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Brandon Tanev,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Paul Cotter,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Anthony Mantha,,,,,,,,,,,,,,,,0.5sx4.5,,,,,,,,,0.5sx2.5,,
William Carrier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Michael Amadio,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Keegan Kolesar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Kailer Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Justin Schultz,,,,,,,,,,,,,,,,0.5sx5,,,,,,,,,,,
Alec Martinez,,,,,,,,,2.5x1,,,,,,,,,,,,,,,,,,
Brayden McNabb,,,,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,,,,,,,
Adam Larsson,,,,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,,,,,,,
Jamie Oleksiak,,,,,,,2.5sx1.25,2.5x0.8,,,,,,,,,,,,,,,,,,,
Nikita Kucherov,,,1.5x1,,,3.5x1,,,,,,,0.5x0.75,0.5sx1.25,,,,0.5x1,,,10.05x1,,,,0.5sx1.1,0.5x0.85,
Brayden Point,1.5sx1.25,1.5x0.75,,2.5x0.85,2.5sx1.1,,,,,,,,,,0.5x1,0.5sx1.25,0.5x0.75,,,,8.05x1,,,,0.5sx1.2,0.5x0.8,
Victor Hedman,0.5x0.75,0.5sx1.25,,,,2.5x1,,,1.5x1,,,,0.5x0.85,0.5sx1.2,,0.5sx1.25,0.5x0.75,,,,7.55x1,,,,0.5sx3.25,,
Brandon Hagel,0.5x0.8,0.5sx1.2,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.2,0.5x0.85,,0.5sx3.25,,,,,,,,,0.5sx1.5,0.5x0.7,
Steven Stamkos,0.5x0.7,0.5sx1.5,,2.5x0.9,2.5sx1.1,,,,,,,,,,0.5x1,0.5sx1.25,0.5x0.75,,,,8.05x1,,,,0.5sx1.25,0.5x0.75,
Anthony Duclair,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Mikael Granlund,0.5x0.85,0.5sx1.1,,1.5x0.8,1.5sx1.2,,,,,,,,,,0.5x1,0.5sx2.25,,,,,,,,,0.5sx2.25,,
Anthony Cirelli,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx3.25,,,,,,,,,0.5sx2,0.5x0.65,
Fabian Zetterlund,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.7,,0.5sx3.5,,,,,7.05x1,,,,0.5sx1.75,0.5x0.65,
Thomas Bordeleau,0.5sx1.25,0.5x0.75,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx2.25,,,,,,,,,,,,0.5sx2.5,,
William Eklund,0.5sx1.1,0.5x0.85,,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.5,,,,,,,,,0.5sx2.5,,
Nicholas Paul,0.5sx1.2,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4,,,,,,,,,0.5sx2.25,,
Luke Glendening,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Luke Kunin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Nico Sturm,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Tanner Jeannot,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Ryan Carpenter,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Tyler Motte,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Michael Eyssimont,,,,1.5x0.8,1.5sx1.25,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Filip Zadina,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Justin Bailey,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Conor Sheary,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Kevin Labanc,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Klim Kostin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Mario Ferraro,,,,,,,2.5sx1.1,2.5x0.9,,,,,,,,,,,,,,,,,,,
Kyle Burroughs,,,,,,,,,2.0x1,,,,,,,,,,,,,,,,,,
Matt Dumba,,,,,,,,,1.5x1,,,,,,,,,,,,,,,,,,
